"","av_lambda","sum_lambda","Taxonomic_group","threat_intensity_log","threat_richness","hmn_pp_v_log","n_habitats","Protected_status","Utilised","Managed","Binomial","loc_id","Body_size_log","length"
"292",0.022652894,0.634281029,"Mammals",-0.438648036445296,4,0.755482214256504,2,"No",2,2,"Rangifer_tarandus","-116.81213_49.70849",4.93467001417186,28
"293",0.035109873,0.983076451,"Mammals",-2.40659958637324,1,0,2,"No",2,2,"Rangifer_tarandus","-123.45536_52.40318",4.93467001417186,28
"294",0.044317452,1.240888646,"Mammals",-2.27963497024886,3,0,2,"No",2,2,"Rangifer_tarandus","-129.83266_54.24977",4.93467001417186,28
"295",0.03645426,1.020719266,"Mammals",-2.83510516579303,1,0,2,"No",2,2,"Rangifer_tarandus","-124.77368_55.95301",4.93467001417186,28
"296",0.040882462,1.144708931,"Mammals",-3.68153593995559,0,0,2,"No",2,2,"Rangifer_tarandus","-124.89257_58.05463",4.93467001417186,28
"297",0.279282258,1.675693548,"Mammals",-3.31651266859799,1,0,2,"No",2,2,"Rangifer_tarandus","-128.9788944_59.498332",4.93467001417186,6
"298",0.047301055,1.702837983,"Mammals",-3.26890093755134,0,0,2,"No",2,2,"Rangifer_tarandus","-107.75302_70.950718",4.93467001417186,36
"299",-0.000859088,-0.024913565,"Mammals",-3.60218305487785,1,0,2,"No",2,2,"Rangifer_tarandus","-130.64941_69.33383",4.93467001417186,29
"300",0.00183236,0.054970803,"Mammals",-3.7185672863252,1,0,2,"No",2,2,"Rangifer_tarandus","-128.32031_68.95839",4.93467001417186,30
"301",0.060561824,0.847865538,"Mammals",-3.66037517060152,0,0,2,"No",2,2,"Rangifer_tarandus","-117.72949_66.94727",4.93467001417186,14
"302",0.121795991,0.852571934,"Mammals",-3.46463805407643,1,0,2,"No",2,2,"Rangifer_tarandus","-131.48437_69.79413",4.93467001417186,7
"303",0.02708583,1.245948176,"Mammals",-3.80321036374146,0,0,2,"No",2,2,"Rangifer_tarandus","-139.96582_68.73638",4.93467001417186,46
"304",0.004922388,0.226429826,"Mammals",-3.05200305167219,1,0,2,"No",2,2,"Rangifer_tarandus","-111.40137_64.94216",4.93467001417186,46
"305",0.023204714,0.951393265,"Mammals",-3.16838728311954,0,0,2,"No",2,2,"Rangifer_tarandus","-104.41406_65.07213",4.93467001417186,41
"306",0.043015953,0.946350973,"Mammals",-2.17383112347854,1,0,6,"No",2,2,"Ursus_arctos","-117.30102_52.42922",5.25652633528169,22
"307",-0.6,-3,"Mammals",-2.68168958797607,1,0,1,"Yes",2,0,"Lemmus_trimucronatus","-100.25_67.23333",1.84397984447816,5
"308",0.020636041,0.165088328,"Mammals",-0.147687457826918,5,0.318051371498164,4,"Yes",0,1,"Cynomys_ludovicianus","-107.75_49.116667",3.13481437032046,8
"309",0.014666596,0.601330424,"Mammals",-3.59160267020082,0,0,3,"Yes",1,1,"Ovis_dalli","-137.63309_60.62855",4.74547000714474,41
"310",0.028114433,1.12457731,"Mammals",-3.84024171011107,1,0,3,"Yes",1,1,"Ovis_dalli","-139.25399_61.08265",4.74547000714474,40
"311",0.029705474,1.21792445,"Mammals",-2.7240111266842,0,0,3,"Yes",1,1,"Ovis_dalli","-138.57067_61.01606",4.74547000714474,41
"312",0.02334424,0.95711384,"Mammals",-3.62334382423191,1,0,3,"Yes",1,1,"Ovis_dalli","-138.46925_60.88405",4.74547000714474,41
"313",0.036913478,0.885923482,"Mammals",-0.10536591911879,1,0.0142988030411099,3,"Yes",2,2,"Alces_americanus","-65.03208_45.61686",5.73356673184349,24
"314",0.05926701,1.126073195,"Mammals",-0.507420536846004,1,0.0666094088264512,5,"Yes",2,2,"Lontra_canadensis","-64.97373_46.85842",3.90780999769773,19
"315",0.033237103,1.462432517,"Mammals",-0.507420536846004,1,0.0666094088264512,2,"Yes",0,0,"Castor_canadensis","-64.97373_46.85842",4.33885474625232,44
"316",0.049521112,2.079886725,"Mammals",-0.86715361586509,2,0.328276435237367,6,"No",1,2,"Phoca_vitulina","-125.0032_53.99983",5,42
"317",0.044445224,0.800014041,"Mammals",-1.99396458396899,2,0.722742686458783,2,"No",2,2,"Myodes_rutilus","-135.883333_63.583333",1.29972515397564,18
"318",0.039291785,0.707252132,"Mammals",-0.883024192880638,6,2.15702264057339,2,"No",2,2,"Myodes_rutilus","-135.05_60.716667",1.29972515397564,18
"319",0.071457327,0.92894525,"Mammals",-1.95693323759938,2,0.703961677247622,2,"No",2,2,"Myodes_rutilus","-133.35_62.216667",1.29972515397564,13
"320",0.062352361,0.872933049,"Mammals",-2.10505862307783,2,0.475856922933335,2,"No",2,2,"Myodes_rutilus","-128.7_60.05",1.29972515397564,14
"321",0.026022996,0.468413929,"Mammals",-0.883024192880638,6,2.15702264057339,7,"No",2,2,"Peromyscus_maniculatus","-135.05_60.716667",1.32797162362301,18
"322",0.015226061,0.258843034,"Mammals",-1.99396458396899,2,0.722742686458783,3,"No",2,2,"Lepus_americanus","-135.883333_63.583333",3.23300118983007,17
"323",0.02251189,0.36019024,"Mammals",-1.95693323759938,2,0.703961677247622,3,"No",2,2,"Lepus_americanus","-133.35_62.216667",3.23300118983007,16
"324",0.128489723,2.184325283,"Mammals",-2.10505862307783,2,0.475856922933335,3,"No",2,2,"Lepus_americanus","-128.7_60.05",3.23300118983007,17
"325",0.0364086,0.546128996,"Mammals",-0.883024192880638,6,2.15702264057339,3,"No",2,2,"Lepus_americanus","-135.05_60.716667",3.23300118983007,15
"326",0.031368781,0.721481955,"Mammals",-1.99396458396899,2,0.722742686458783,3,"No",2,2,"Lynx_canadensis","-135.883333_63.583333",3.97189020052915,23
"327",0.069297042,2.425396471,"Mammals",-3.89314363349623,0,0,1,"No",2,2,"Martes_americana","-138.2_61.95",3.09691001300806,35
"328",0.057878704,2.025754657,"Mammals",-3.89314363349623,0,0,6,"No",2,2,"Mustela_erminea","-138.2_61.95",2.07693157455566,35
"329",-0.189109014,-4.349507314,"Mammals",-1.99396458396899,2,0.722742686458783,6,"No",2,2,"Vulpes_vulpes","-135.883333_63.583333",3.73847692173294,23
"330",0.012749942,0.293248675,"Mammals",-1.99396458396899,2,0.722742686458783,1,"No",2,2,"Martes_americana","-135.883333_63.583333",3.09691001300806,23
"331",0.023214877,0.533942179,"Mammals",-1.99396458396899,2,0.722742686458783,6,"No",2,2,"Mustela_erminea","-135.883333_63.583333",2.07693157455566,23
"332",-0.116804667,-4.08816334,"Mammals",-3.89314363349623,0,0,6,"No",2,2,"Vulpes_vulpes","-138.2_61.95",3.73847692173294,35
"333",0.015179341,0.166972751,"Mammals",-1.54958842753365,1,0.0791812525191167,3,"No",2,2,"Phenacomys_intermedius","-116.75_51.3",1.40140054078154,11
"334",-0.04491712,-0.494088325,"Mammals",-1.54958842753365,1,0.0791812525191167,6,"No",2,2,"Microtus_longicaudus","-116.75_51.3",1.66940986728778,11
"335",0.292516359,3.217679944,"Mammals",-1.54958842753365,1,0.0791812525191167,6,"No",2,2,"Microtus_pennsylvanicus","-116.75_51.3",1.56525734342021,11
"336",0.042685128,0.896387698,"Mammals",-1.80351765978242,4,0,10,"No",1,1,"Odocoileus_hemionus","-126.681389_50.247778",4.73409999592406,21
"337",0.031566409,0.410363314,"Mammals",-1.31152977230043,3,0,3,"Yes",1,2,"Cervus_elaphus","-115.5_51.5",5.14711072414856,13
"338",0.095895547,1.05485102,"Mammals",-1.4014630420552,2,0.159791873281591,6,"No",2,2,"Ursus_arctos","-122.5_50.5",5.25652633528169,11
"339",0.070247826,0.913221738,"Mammals",-1.73474515938171,0,0,6,"Yes",2,2,"Ursus_arctos","-121.849148_49.98587",5.25652633528169,13
"340",0.119080808,0.833565654,"Mammals",-1.41204342673224,0,0,8,"Yes",2,2,"Bison_bison","-106.65_53.733333",5.62935237244692,7
"341",0.027643849,0.774027766,"Mammals",-1.50197669648701,0,0,3,"No",2,2,"Alces_americanus","-102.7_53.73",5.73356673184349,28
"342",-0.159670259,-1.117691814,"Mammals",1.20660178083317,8,1.32753439240385,3,"No",2,2,"Myotis_lucifugus","-79.43772_42.87782",0.883661435153618,7
"343",0.196111863,1.372783041,"Mammals",1.20660178083317,8,1.32753439240385,4,"No",2,2,"Eptesicus_fuscus","-79.43772_42.87782",1.21642983087625,7
"344",0.060202328,0.662225608,"Mammals",-2.66581901096052,0,0,3,"No",2,2,"Antilocapra_americana","-98_60",4.66353998994009,11
"345",0.260467479,1.823272355,"Mammals",1.62981716791445,11,2.78362014717046,2,"Yes",2,0,"Myodes_gapperi","-73.19306_45.5675",1.2973227142053,7
"346",-0.199288178,-3.985763551,"Mammals",-0.100075726780274,3,0.000410225895437185,1,"Yes",2,2,"Glaucomys_sabrinus","-78.523333_45.595278",2.22010808804005,20
"347",0.013449766,0.363143688,"Mammals",-3.10490497505735,1,0,3,"No",2,2,"Marmota_vancouverensis","-125.83333_49.66667",3.79933986009671,27
"348",0.040589611,0.933561054,"Mammals",-0.100075726780274,3,0.000410225895437185,1,"No",2,2,"Martes_americana","-78.6_45.56667",3.09691001300806,23
"349",0.065711484,1.314229677,"Mammals",1.16428024212504,9,2.11047095091245,1,"Yes",1,1,"Martes_americana","-79.3_45.0333",3.09691001300806,20
"350",-0.284895993,-1.994271952,"Mammals",1.62981716791445,11,2.78362014717046,3,"Yes",2,0,"Napaeozapus_insignis","-73.19306_45.5675",1.34830486304816,7
"351",0.043008274,0.860165485,"Mammals",-0.100075726780274,3,0.000410225895437185,7,"Yes",2,2,"Peromyscus_maniculatus","-78.523333_45.595278",1.32797162362301,20
"352",0.114761793,1.032856141,"Mammals",-1.80880785212093,1,0,4,"Yes",2,2,"Spermophilus_columbianus","-114.65_50.61667",2.54292496729468,9
"353",-0.165832063,-1.160824442,"Mammals",1.62981716791445,11,2.78362014717046,3,"Yes",2,0,"Tamias_striatus","-73.19306_45.5675",2.04886889573993,7
"354",0.017428295,0.348565896,"Mammals",-0.100075726780274,3,0.000410225895437185,1,"Yes",2,2,"Tamiasciurus_hudsonicus","-78.523333_45.595278",2.30356321591725,20
"355",0.216816699,1.300900191,"Mammals",-0.602643998939292,2,0.0150522984912775,2,"Yes",2,1,"Vulpes_velox","-107.497222_49.18",3.34193086005295,6
"356",0.134959131,0.944713919,"Mammals",-2.58646612588278,1,0,2,"No",2,2,"Vulpes_velox","-109.86333_55.37833",3.34193086005295,7
"357",0.124578205,0.622891025,"Mammals",-3.20012843715063,2,0,2,"Yes",2,2,"Myotis_keenii","-132.33333_53.25",0.797267540830716,5
"358",0.211863765,1.059318824,"Mammals",-3.20012843715063,2,0,3,"Yes",2,2,"Myotis_lucifugus","-132.33333_53.25",0.883661435153618,5
"359",0.015693466,0.408030126,"Mammals",-2.93561882022484,0,0,2,"No",2,2,"Rangifer_tarandus","-111.5_75.5",4.93467001417186,26
"360",0.001305947,0.032648683,"Mammals",-3.23715978352025,1,0,2,"No",1,2,"Rangifer_tarandus","-119.5_76.75",4.93467001417186,25
"361",-0.03993464,-0.559084964,"Mammals",-3.31122247625947,0,0,2,"No",1,2,"Rangifer_tarandus","-110_71",4.93467001417186,14
"362",0.0754603,2.188348704,"Mammals",-2.36427804766511,1,0,8,"Yes",2,2,"Bison_bison","-122.86667_57.05",5.62935237244692,29
"363",0.189125549,1.134753292,"Mammals",-2.69756016499162,1,0,1,"No",2,2,"Dicrostonyx_groenlandicus","-108.9_67.983333",1.73559889969818,6
"364",1,7,"Mammals",-2.68697978031458,1,0,1,"No",2,2,"Dicrostonyx_groenlandicus","-108.25_68.33333",1.73559889969818,7
"365",1,7,"Mammals",-2.5917563182213,1,0,1,"No",2,2,"Dicrostonyx_groenlandicus","-106.83333_68.11667",1.73559889969818,7
"366",0.280593466,1.683560798,"Mammals",-2.81923458877748,1,0,1,"No",2,2,"Dicrostonyx_groenlandicus","-108.58333_68.91667",1.73559889969818,6
"367",1,6,"Mammals",-2.76633266539232,1,0,1,"No",2,2,"Dicrostonyx_groenlandicus","-110.21667_68.05",1.73559889969818,6
"368",0.277763062,1.111052249,"Mammals",0.058630043375205,6,0.860574650521776,1,"No",2,0,"Martes_americana","-121.8_55.7",3.09691001300806,4
"369",0.08623774,0.4311887,"Mammals",-2.25847420089479,3,0.930691623246874,6,"No",2,0,"Ursus_arctos","-126.75_52.36667",5.25652633528169,5
"370",0.167622445,0.838112225,"Mammals",-2.25847420089479,3,0.930691623246874,6,"No",1,0,"Ursus_arctos","-126.75_52.36667",5.25652633528169,5
"371",0.023687808,0.592195208,"Mammals",-2.35898785532659,0,0.0141193235973194,3,"No",0,0,"Lepus_americanus","-138_61",3.23300118983007,25
"372",0.021431747,0.535793684,"Mammals",-2.35898785532659,0,0.0141193235973194,3,"No",0,0,"Lepus_americanus","-138_61",3.23300118983007,25
"373",0.13704351,1.096348078,"Mammals",-2.69756016499162,0,0,3,"No",2,0,"Lepus_americanus","-135.33333_60.25",3.23300118983007,8
"374",0.105351317,0.842810539,"Mammals",-2.69756016499162,0,0,3,"No",2,2,"Lynx_canadensis","-135.33333_60.25",3.97189020052915,8
"375",0.017044197,0.562458516,"Mammals",-2.40130939403472,0,0,8,"Yes",2,0,"Bison_bison","-113_60",5.62935237244692,33
"376",0.035616059,1.068481769,"Mammals",-2.27963497024886,2,0.522303716976755,2,"No",2,2,"Orcinus_orca","-124.067222_49.4825",6.63346845557959,30
"377",0.047079822,0.659117514,"Mammals",-4.31635902057751,1,0,5,"Yes",2,0,"Canis_latrans","-139.5_60.75",4.1273099054512,14
"378",0.361133188,6.500397381,"Mammals",-4.31635902057751,1,0,1,"Yes",2,0,"Martes_americana","-139.5_60.75",3.09691001300806,18
"379",0.087556394,1.576015095,"Mammals",-4.31635902057751,1,0,7,"Yes",2,0,"Mustela_nivalis","-139.5_60.75",2.01653194095727,18
"380",0.101380931,0.811047452,"Mammals",-4.31635902057751,1,0,3,"Yes",1,0,"Alces_americanus","-139.5_60.75",5.73356673184349,8
"381",0.074649696,0.970446044,"Mammals",-3.25832055287431,1,0,2,"No",1,2,"Castor_canadensis","-127.07889_65.48111",4.33885474625232,13
"382",0.092181631,1.198361205,"Mammals",-3.70798690164817,1,0,2,"No",1,2,"Castor_canadensis","-129.614304_66.090625",4.33885474625232,13
"383",0.073457722,0.954950388,"Mammals",-3.59160267020082,0,0,2,"No",1,2,"Castor_canadensis","-119.16667_62.16667",4.33885474625232,13
"384",-0.666666667,-4,"Mammals",0.381331776024679,6,3.4173694636108,6,"No",2,0,"Mustela_erminea","-113.5_53.55",2.07693157455566,6
"385",-0.666666667,-4,"Mammals",-2.15267035412447,0,0,3,"No",2,0,"Mustela_frenata","-111.06667_58.45",2.16731733474818,6
"386",-0.666666667,-4,"Mammals",-2.15267035412447,0,0,3,"No",2,0,"Neovison_vison","-111.06667_58.45",2.95580797024006,6
"387",0.09234605,0.554076301,"Mammals",-2.15267035412447,0,0,1,"No",2,0,"Tamiasciurus_hudsonicus","-111.06667_58.45",2.30356321591725,6
"388",-0.666666667,-4,"Mammals",-2.15267035412447,0,0,1,"No",2,0,"Glaucomys_sabrinus","-111.06667_58.45",2.22010808804005,6
"389",-0.184484975,-1.106909849,"Mammals",0.0321790816826252,5,0.486184378085509,3,"No",0,2,"Lepus_americanus","-113.44917_54.37139",3.23300118983007,6
"390",0.024995321,0.149971926,"Mammals",-2.15267035412447,0,0,5,"No",2,0,"Spermophilus_franklinii","-111.06667_58.45",2.59813364581324,6
"391",0.092309423,0.553856538,"Mammals",-2.15267035412447,0,0,3,"No",2,0,"Erethizon_dorsata","-111.06667_58.45",3.90361787669767,6
"392",0.122585246,0.735511478,"Mammals",-2.15267035412447,0,0,4,"No",2,0,"Mephitis_mephitis","-111.06667_58.45",3.31911022518411,6
"393",0.057630962,1.498405008,"Mammals",-0.100075726780274,3,0.000410225895437185,2,"Yes",2,0,"Myodes_gapperi","-78.523333_45.595278",1.2973227142053,26
"394",0.141288346,3.67349699,"Mammals",-0.100075726780274,3,0.000410225895437185,4,"Yes",2,0,"Sorex_cinereus","-78.523333_45.595278",0.66838591669,26
"395",0.06117546,1.590561968,"Mammals",-0.100075726780274,3,0.000410225895437185,3,"Yes",2,0,"Napaeozapus_insignis","-78.523333_45.595278",1.34830486304816,26
"396",0.064259945,1.67075857,"Mammals",-0.100075726780274,3,0.000410225895437185,3,"Yes",2,0,"Tamias_striatus","-78.523333_45.595278",2.04886889573993,26
"397",0.05105167,1.327343412,"Mammals",-0.100075726780274,3,0.000410225895437185,3,"Yes",2,0,"Blarina_brevicauda","-78.523333_45.595278",1.44715803134222,26
"398",0.05146888,1.389659766,"Mammals",-1.67655304365803,2,0.0116026056085729,2,"No",2,2,"Ovis_canadensis","-125_55",4.87300002419761,27
"399",0.032907836,0.954327253,"Mammals",-2.86684631982413,0,0,2,"No",2,0,"Rangifer_tarandus","-100_75.66667",4.93467001417186,29
"400",0.211914796,1.483403574,"Mammals",1.62981716791445,11,2.78362014717046,3,"Yes",2,0,"Blarina_brevicauda","-73.19_45.57",1.44715803134222,7
"401",0.023205145,0.37128232,"Mammals",-4.31635902057751,1,0,2,"Yes",2,0,"Spermophilus_parryii","-139.5_60.75",2.83204882787277,16
"402",0.024023608,0.192188868,"Mammals",-1.07876130940573,1,0.0781299221303387,6,"No",0,2,"Phoca_vitulina","-60_43.91667",5,8
"403",0.122634408,2.697956984,"Mammals",-4.31635902057751,1,0,2,"Yes",0,2,"Microtus_miurus","-139.5_60.75",1.61278385671974,22
"404",-0.002845623,-0.036993098,"Mammals",-2.08389785372376,0,0,1,"Yes",0,0,"Lemmus_trimucronatus","-80_73.13333",1.84397984447816,13
"405",0.065153704,0.846998156,"Mammals",-2.08389785372376,0,0,1,"Yes",0,0,"Dicrostonyx_groenlandicus","-80_73.13333",1.73559889969818,13
"406",0.111111111,1,"Mammals",-2.0944782384008,0,0,1,"Yes",0,0,"Lemmus_trimucronatus","-79.91667_72.88333",1.84397984447816,9
"407",0.051373168,0.462358508,"Mammals",-2.0944782384008,0,0,1,"Yes",0,0,"Dicrostonyx_groenlandicus","-79.91667_72.88333",1.73559889969818,9
"408",0.443328304,2.659969823,"Mammals",-2.68168958797607,1,0,1,"Yes",0,0,"Dicrostonyx_groenlandicus","-100.25_67.23333",1.73559889969818,6
"409",0.10818178,1.081817799,"Mammals",-2.34311727831105,0,0.00131366139664928,3,"No",0,0,"Lepus_americanus","-138.2_60.95",3.23300118983007,10
"410",0.035203473,1.020900718,"Mammals",-2.13150958477041,0,0,2,"No",2,2,"Rangifer_tarandus","-85.375154_64.429634",4.93467001417186,29
"411",0.07843136,0.862744965,"Mammals",-1.76119612107429,0,0.0241929994834177,3,"Yes",2,2,"Cervus_elaphus","-117.953929_52.872871",5.14711072414856,11
"412",0.049278874,1.08413523,"Mammals",-2.10505862307783,0,0,1,"Yes",2,2,"Vulpes_lagopus","-79.953504_72.926374",3.55441283376475,22
"413",0.036252105,0.688789992,"Mammals",-2.10505862307783,0,0,6,"Yes",2,2,"Vulpes_vulpes","-79.953504_72.926374",3.73847692173294,19
"414",0.334271244,1.337084977,"Mammals",-2.38014862468066,4,0.727837373746606,7,"Yes",2,2,"Canis_lupus","-125.173875_48.782655",4.50763097841445,4
"415",0.25256532,1.010261279,"Mammals",-2.38014862468066,4,0.727837373746606,10,"Yes",2,2,"Odocoileus_hemionus","-125.173875_48.782655",4.73409999592406,4
"416",0.383108966,1.532435865,"Mammals",-2.38014862468066,4,0.727837373746606,2,"Yes",2,2,"Procyon_lotor","-125.173875_48.782655",3.74232992419066,4
"417",0.243449944,0.973799776,"Mammals",-2.38014862468066,4,0.727837373746606,1,"Yes",2,2,"Tamiasciurus_hudsonicus","-125.173875_48.782655",2.30356321591725,4
"418",0.024956279,0.44921302,"Mammals",-0.888314385219154,0,0.008783231006155,3,"Yes",2,2,"Cervus_elaphus","-100.131889_50.855683",5.14711072414856,18
"419",0.396536143,1.189608429,"Mammals",1.13253908809395,9,1.11930035232883,5,"No",2,2,"Peromyscus_leucopus","-76.318333_44.568605",1.32572085801941,3
"420",0.057424544,1.148490881,"Mammals",-0.888314385219154,0,0.008783231006155,7,"Yes",2,2,"Canis_lupus","-100.131889_50.855683",4.50763097841445,20
"421",0.031661311,1.203129803,"Mammals",-4.31635902057751,1,0,3,"Yes",2,2,"Alces_americanus","-139.500032_60.749785",5.73356673184349,38
"422",0.02574243,1.003954753,"Mammals",-4.31635902057751,1,0,4,"Yes",2,2,"Oreamnos_americanus","-139.500032_60.749785",4.86033998335517,39
"423",0.053081882,0.796228223,"Mammals",-2.40130939403472,0,0,8,"Yes",2,2,"Bison_bison","-113_60",5.62935237244692,15
"424",0.038254198,0.612067165,"Mammals",-2.76633266539232,1,0,4,"Yes",2,2,"Oreamnos_americanus","-115.907102_51.474303",4.86033998335517,16
"425",0.203660599,1.018302996,"Mammals",-3.55986151616972,1,0,1,"Yes",2,2,"Dicrostonyx_groenlandicus","-121.749045_68.818597",1.73559889969818,5
"426",0.062284258,0.934263867,"Mammals",0.746355047382282,3,0.159024972227264,3,"Yes",2,2,"Alces_americanus","-60.782507_46.459772",5.73356673184349,15
"427",0.024803059,1.140940699,"Mammals",0.074500620390753,3,0.138078100504602,3,"Yes",2,2,"Cervus_elaphus","-113.916677_49.082947",5.14711072414856,46
"428",0.036601911,0.732038217,"Mammals",-3.45934786173792,0,0,2,"Yes",2,2,"Rangifer_tarandus","-125.500502_61.500436",4.93467001417186,20
"429",0.056196261,1.011532706,"Mammals",-3.48050863109198,0,0,1,"Yes",2,2,"Lemmus_trimucronatus","-119.436831_73.712357",1.84397984447816,18
"430",0.071854054,0.790394598,"Mammals",-2.25847420089479,4,1.21023443942159,2,"No",2,2,"Rangifer_tarandus","-133.0076_69.435747",4.93467001417186,11
"431",0.050097291,0.751459368,"Mammals",0.497716007472031,2,0.0468840348208771,3,"Yes",2,2,"Alces_americanus","-60.722076_46.7213",5.73356673184349,15
"432",0.030650689,1.471233055,"Mammals",-0.115946303795822,5,0.335554754345232,3,"Yes",2,2,"Alces_americanus","-112.857039_53.637361",5.73356673184349,48
"433",0.002270425,0.108980391,"Mammals",-0.115946303795822,5,0.335554754345232,3,"Yes",2,2,"Alces_americanus","-112.857039_53.637361",5.73356673184349,48
"434",0.042306326,2.030703633,"Mammals",-0.115946303795822,5,0.335554754345232,8,"Yes",2,2,"Bison_bison","-112.857039_53.637361",5.62935237244692,48
"435",0.017834719,0.856066534,"Mammals",-0.115946303795822,5,0.335554754345232,8,"Yes",2,2,"Bison_bison","-112.857039_53.637361",5.62935237244692,48
"436",0.032909027,1.513815255,"Mammals",-0.0736247650876943,2,0.0246990331471741,7,"Yes",2,2,"Canis_lupus","-72.957967_46.778085",4.50763097841445,46
"437",0.031403655,1.444568135,"Mammals",-0.0736247650876943,2,0.0246990331471741,7,"Yes",2,2,"Canis_lupus","-72.957967_46.778085",4.50763097841445,46
"438",0.034115324,0.784652458,"Mammals",-2.93561882022484,0,0,2,"No",2,2,"Rangifer_tarandus","-111.5_75.5",4.93467001417186,23
"439",0.03454144,1.036243209,"Mammals",-2.27434477791034,0,0,2,"No",2,2,"Rangifer_tarandus","-94.68017_62.58322",4.93467001417186,30
"440",0.021927169,0.877086766,"Mammals",-4.31635902057751,1,0,3,"Yes",2,2,"Alces_americanus","-139.500032_60.749785",5.73356673184349,40
"441",0.13430227,1.745929515,"Mammals",-0.581483229585228,2,0.00958880227431365,8,"Yes",2,2,"Bison_bison","-107.42122_49.12489",5.62935237244692,13
"442",0.07193317,1.438663393,"Mammals",0.180304467161072,4,0.155010406063452,3,"No",2,1,"Cervus_elaphus","-102.56561_49.90348",5.14711072414856,20
